index,Player,Role,Amount,Team,Year,Player Origin,Player Age,Country,y14,y15,y16,y17,y18,y19,y20,y21,y22
145,Colin Munro,All-Rounder,3000000,Kolkata Knight Riders,2016.0,Overseas,29.0,4,0,0,1,0,0,0,0,0,0
146,Colin Munro,All-Rounder,19000000,Delhi Daredevils,2018.0,Overseas,31.0,4,0,0,0,0,1,0,0,0,0
147,Corey Anderson,All-Rounder,45000000,Mumbai Indians,2014.0,Overseas,24.0,4,1,0,0,0,0,0,0,0,0
148,Corey Anderson,All-Rounder,10000000,Delhi Daredevils,2017.0,Overseas,27.0,4,0,0,0,1,0,0,0,0,0
149,Dale Steyn,Bowler,23000000,Gujarat Lions,2016.0,Overseas,33.0,3.5,0,0,1,0,0,0,0,0,0
150,Dale Steyn,Bowler,20000000,Royal Challengers Bangalore,2020.0,Overseas,37.0,3.5,0,0,0,0,0,0,1,0,0
151,Daniel Christian,All-Rounder,7500000,Royal Challengers Bangalore,2013.0,Overseas,30.0,5,0,0,0,0,0,0,0,0,0
152,Daniel Christian,All-Rounder,10000000,Rising Pune Supergiant,2017.0,Overseas,34.0,5,0,0,0,1,0,0,0,0,0
153,Daniel Christian,All-Rounder,15000000,Delhi Daredevils,2018.0,Overseas,35.0,5,0,0,0,0,1,0,0,0,0
154,Daniel Sams,All-Rounder,26000000,Mumbai Indians,2022.0,Overseas,30.0,5,0,0,0,0,0,0,0,0,1
155,Darren Bravo,Batsman,5000000,Kolkata Knight Riders,2017.0,Overseas,28.0,4,0,0,0,1,0,0,0,0,0
156,Darren Sammy,All-Rounder,31875000,Sunrisers Hyderabad,2013.0,Overseas,30.0,4,0,0,0,0,0,0,0,0,0
157,Darren Sammy,All-Rounder,35000000,Sunrisers Hyderabad,2014.0,Overseas,31.0,4,1,0,0,0,0,0,0,0,0
158,Darren Sammy,All-Rounder,28000000,Royal Challengers Bangalore,2015.0,Overseas,32.0,4,0,1,0,0,0,0,0,0,0
159,Darren Sammy,All-Rounder,3000000,Kings XI Punjab,2017.0,Overseas,34.0,4,0,0,0,1,0,0,0,0,0
162,Daryl Mitchell,All-Rounder,7500000,Rajasthan Royals,2022.0,Overseas,39.0,4.5,0,0,0,0,0,0,0,0,1
163,David Miller,Batsman,30000000,Kings XI Punjab,2018.0,Overseas,29.0,3.5,0,0,0,0,1,0,0,0,0
164,David Miller,Batsman,7500000,Rajasthan Royals,2020.0,Overseas,31.0,3.5,0,0,0,0,0,0,1,0,0
165,David Miller,Batsman,30000000,Gujarat Titans,2022.0,Overseas,33.0,3.5,0,0,0,0,0,0,0,0,1
166,David Warner,Batsman,55000000,Sunrisers Hyderabad,2014.0,Overseas,28.0,5,1,0,0,0,0,0,0,0,0
167,David Warner,Batsman,62500000,Delhi Capitals,2022.0,Overseas,36.0,5,0,0,0,0,0,0,0,0,1
168,David Wiese,All-Rounder,28000000,Royal Challengers Bangalore,2015.0,Overseas,30.0,3.5,0,1,0,0,0,0,0,0,0
169,David Willey,All-Rounder,20000000,Royal Challengers Bangalore,2022.0,Overseas,32.0,4.5,0,0,0,0,0,0,0,0,1
170,Dawid Malan,All-Rounder,15000000,Punjab Kings,2021.0,Overseas,34.0,4.5,0,0,0,0,0,0,0,1,0
183,Devon Conway,Batsman,10000000,Chennai Super Kings,2022.0,Overseas,31.0,4,0,0,0,0,0,0,0,0,1
195,Dominic Drakes,All-Rounder,11000000,Gujarat Titans,2022.0,Overseas,24.0,4,0,0,0,0,0,0,0,0,1
196,Dushmanta Chameera,Bowler,20000000,Lucknow Super Giants,2022.0,Overseas,30.0,2,0,0,0,0,0,0,0,0,1
197,Dwaine Pretorius,All-Rounder,5000000,Chennai Super Kings,2022.0,Overseas,33.0,3.5,0,0,0,0,0,0,0,0,1
198,Dwayne Bravo,All-Rounder,64000000,Chennai Super Kings,2018.0,Overseas,35.0,4,0,0,0,0,1,0,0,0,0
199,Dwayne Bravo,All-Rounder,44000000,Chennai Super Kings,2022.0,Overseas,39.0,4,0,0,0,0,0,0,0,0,1
200,Dwayne Smith,Batsman,45000000,Chennai Super Kings,2014.0,Overseas,31.0,4,1,0,0,0,0,0,0,0,0
201,Dwayne Smith,All-Rounder,23000000,Gujarat Lions,2016.0,Overseas,33.0,4,0,0,1,0,0,0,0,0,0
205,Eoin Morgan,Batsman,15000000,Sunrisers Hyderabad,2015.0,Overseas,29.0,4.5,0,1,0,0,0,0,0,0,0
206,Eoin Morgan,Batsman,20000000,Kings XI Punjab,2017.0,Overseas,31.0,4.5,0,0,0,1,0,0,0,0,0
207,Eoin Morgan,Batsman,52500000,Kolkata Knight Riders,2020.0,Overseas,34.0,4.5,0,0,0,0,0,0,1,0,0
208,Evin Lewis,Batsman,38000000,Mumbai Indians,2018.0,Overseas,27.0,4,0,0,0,0,1,0,0,0,0
209,Evin Lewis,Batsman,20000000,Lucknow Super Giants,2022.0,Overseas,31.0,4,0,0,0,0,0,0,0,0,1
210,Fabian Allen,All-Rounder,5000000,Sunrisers Hyderabad,2020.0,Overseas,25.0,4,0,0,0,0,0,0,1,0,0
211,Fabian Allen,All-Rounder,7500000,Punjab Kings,2021.0,Overseas,26.0,4,0,0,0,0,0,0,0,1,0
212,Fabian Allen,All-Rounder,7500000,Mumbai Indians,2022.0,Overseas,27.0,4,0,0,0,0,0,0,0,0,1
213,Farhaan Behardien,All-Rounder,3000000,Kings XI Punjab,2016.0,Overseas,33.0,3.5,0,0,1,0,0,0,0,0,0
214,Fazalhaq Farooqi,Bowler,5000000,Sunrisers Hyderabad,2022.0,Overseas,22.0,2,0,0,0,0,0,0,0,0,1
215,Fidel Edwards,Bowler,15750000,Rajasthan Royals,2013.0,Overseas,31.0,4,0,0,0,0,0,0,0,0,0
216,Finn Allen,Batsman,8000000,Royal Challengers Bangalore,2022.0,Overseas,23.0,4,0,0,0,0,0,0,0,0,1
218,George Bailey,Batsman,32500000,Kings XI Punjab,2014.0,Overseas,32.0,5,1,0,0,0,0,0,0,0,0
219,Glenn Maxwell,All-Rounder,75000000,Mumbai Indians,2013.0,Overseas,25.0,5,0,0,0,0,0,0,0,0,0
220,Glenn Maxwell,All-Rounder,60000000,Kings XI Punjab,2014.0,Overseas,26.0,5,1,0,0,0,0,0,0,0,0
221,Glenn Maxwell,All-Rounder,90000000,Delhi Daredevils,2018.0,Overseas,30.0,5,0,0,0,0,1,0,0,0,0
222,Glenn Maxwell,All-Rounder,107500000,Kings XI Punjab,2020.0,Overseas,32.0,5,0,0,0,0,0,0,1,0,0
223,Glenn Maxwell,All-Rounder,142500000,Royal Challengers Bangalore,2021.0,Overseas,33.0,5,0,0,0,0,0,0,0,1,0
224,Glenn Phillips,Wicket Keeper,15000000,Sunrisers Hyderabad,2022.0,Overseas,26.0,4,0,0,0,0,0,0,0,0,1
225,Gurinder Sandhu,Bowler,17000000,Delhi Daredevils,2015.0,Indian,22.0,5,0,1,0,0,0,0,0,0,0
231,Hardus Viljoen,Bowler,7500000,Kings XI Punjab,2019.0,Overseas,30.0,3.5,0,0,0,0,0,1,0,0,0
234,Harry Gurney,Bowler,7500000,Kolkata Knight Riders,2019.0,Overseas,33.0,4.5,0,0,0,0,0,1,0,0,0
238,Heinrich Klaasen,Wicket Keeper,5000000,Royal Challengers Bangalore,2019.0,Overseas,28.0,3.5,0,0,0,0,0,1,0,0,0
241,Imran Tahir,Bowler,10000000,Chennai Super Kings,2018.0,Overseas,39.0,3.5,0,0,0,0,1,0,0,0,0
258,James Faulkner,All-Rounder,30000000,Rajasthan Royals,2013.0,Overseas,23.0,5,0,0,0,0,0,0,0,0,0
259,James Neesham,All-Rounder,10000000,Delhi Daredevils,2014.0,Overseas,24.0,4,1,0,0,0,0,0,0,0,0
260,James Neesham,All-Rounder,5000000,Kolkata Knight Riders,2015.0,Overseas,25.0,4,0,1,0,0,0,0,0,0,0
261,James Neesham,All-Rounder,5000000,Kings XI Punjab,2020.0,Overseas,30.0,4,0,0,0,0,0,0,1,0,0
262,James Neesham,All-Rounder,5000000,Mumbai Indians,2021.0,Overseas,31.0,4,0,0,0,0,0,0,0,1,0
263,James Neesham,All-Rounder,15000000,Rajasthan Royals,2022.0,Overseas,32.0,4,0,0,0,0,0,0,0,0,1
264,Jason Behrendorff,Bowler,15000000,Mumbai Indians,2018.0,Overseas,28.0,5,0,0,0,0,1,0,0,0,0
265,Jason Behrendorff,Bowler,7500000,Royal Challengers Bangalore,2022.0,Overseas,32.0,5,0,0,0,0,0,0,0,0,1
266,Jason Holder,Bowler,1500000,Chennai Super Kings,2013.0,Overseas,22.0,4,0,0,0,0,0,0,0,0,0
267,Jason Holder,Bowler,7500000,Sunrisers Hyderabad,2014.0,Overseas,23.0,4,1,0,0,0,0,0,0,0,0
268,Jason Holder,All-Rounder,7000000,Kolkata Knight Riders,2016.0,Overseas,25.0,4,0,0,1,0,0,0,0,0,0
269,Jason Holder,All-Rounder,87500000,Lucknow Super Giants,2022.0,Overseas,31.0,4,0,0,0,0,0,0,0,0,1
270,Jason Roy,Batsman,10000000,Gujarat Lions,2017.0,Overseas,27.0,4.5,0,0,0,1,0,0,0,0,0
271,Jason Roy,Batsman,15000000,Delhi Daredevils,2018.0,Overseas,28.0,4.5,0,0,0,0,1,0,0,0,0
272,Jason Roy,Batsman,15000000,Delhi Capitals,2020.0,Overseas,30.0,4.5,0,0,0,0,0,0,1,0,0
273,Jason Roy,Batsman,20000000,Gujarat Titans,2022.0,Overseas,32.0,4.5,0,0,0,0,0,0,0,0,1
288,Jean-Paul Duminy,Batsman,22000000,Delhi Daredevils,2014.0,Overseas,30.0,3.5,1,0,0,0,0,0,0,0,0
289,Jean-Paul Duminy,All-Rounder,10000000,Mumbai Indians,2018.0,Overseas,34.0,3.5,0,0,0,0,1,0,0,0,0
290,Jeevan Mendis,All-Rounder,3750000,Delhi Daredevils,2013.0,Overseas,30.0,2,0,0,0,0,0,0,0,0,0
291,Jesse Ryder,All-Rounder,19500000,Delhi Daredevils,2013.0,Overseas,29.0,4,0,0,0,0,0,0,0,0,0
