Player,Role,Amount,Team,Year,Player Origin,Player Age,Country,y14,y15,y16,y17,y18,y19,y20,y21,y22,fcode
Mohammad Nabi,All-Rounder,10000000,Sunrisers Hyderabad,2018.0,Overseas,33.0,2.0,0,0,0,0,1,0,0,0,0,111
Moises Henriques,All-Rounder,22500000,Royal Challengers Bangalore,2013.0,Overseas,26.0,5.0,0,0,0,0,0,0,0,0,0,112
Moises Henriques,All-Rounder,10000000,Sunrisers Hyderabad,2014.0,Overseas,27.0,5.0,1,0,0,0,0,0,0,0,0,112
Moises Henriques,All-Rounder,10000000,Kings XI Punjab,2019.0,Overseas,32.0,5.0,0,0,0,0,0,1,0,0,0,112
Mustafizur Rahman,Bowler,14000000,Sunrisers Hyderabad,2016.0,Overseas,21.0,2.0,0,0,1,0,0,0,0,0,0,113
Mustafizur Rahman,Bowler,22000000,Mumbai Indians,2018.0,Overseas,23.0,2.0,0,0,0,0,1,0,0,0,0,113
Mustafizur Rahman,Bowler,10000000,Rajasthan Royals,2021.0,Overseas,26.0,2.0,0,0,0,0,0,0,0,1,0,113
Nathan Coulter-Nile,Bowler,33750000,Mumbai Indians,2013.0,Overseas,26.0,5.0,0,0,0,0,0,0,0,0,0,114
Nathan Coulter-Nile,Bowler,42500000,Delhi Daredevils,2014.0,Overseas,27.0,5.0,1,0,0,0,0,0,0,0,0,114
Nathan Coulter-Nile,Bowler,35000000,Kolkata Knight Riders,2017.0,Overseas,30.0,5.0,0,0,0,1,0,0,0,0,0,114
Nathan Coulter-Nile,Bowler,22000000,Royal Challengers Bangalore,2018.0,Overseas,31.0,5.0,0,0,0,0,1,0,0,0,0,114
Nathan Coulter-Nile,Bowler,80000000,Mumbai Indians,2020.0,Overseas,33.0,5.0,0,0,0,0,0,0,1,0,0,114
Nathan Coulter-Nile,Bowler,50000000,Mumbai Indians,2021.0,Overseas,34.0,5.0,0,0,0,0,0,0,0,1,0,114
Nathan Coulter-Nile,Bowler,20000000,Rajasthan Royals,2022.0,Overseas,35.0,5.0,0,0,0,0,0,0,0,0,1,114
Noor Ahmad,Bowler,3000000,Gujarat Titans,2022.0,Overseas,17.0,2.0,0,0,0,0,0,0,0,0,1,115
Obed Mccoy,Bowler,7500000,Rajasthan Royals,2022.0,Overseas,25.0,4.0,0,0,0,0,0,0,0,0,1,116
Odean Smith,All-Rounder,60000000,Punjab Kings,2022.0,Overseas,26.0,4.0,0,0,0,0,0,0,0,0,1,117
Oshane Thomas,Bowler,11000000,Rajasthan Royals,2019.0,Overseas,22.0,4.0,0,0,0,0,0,1,0,0,0,118
Oshane Thomas,Bowler,5000000,Rajasthan Royals,2020.0,Overseas,23.0,4.0,0,0,0,0,0,0,1,0,0,118
Pat Cummins,Bowler,54000000,Mumbai Indians,2018.0,Overseas,25.0,5.0,0,0,0,0,1,0,0,0,0,119
Pat Cummins,All-Rounder,155000000,Kolkata Knight Riders,2020.0,Overseas,27.0,5.0,0,0,0,0,0,0,1,0,0,119
Pat Cummins,All-Rounder,72500000,Kolkata Knight Riders,2022.0,Overseas,29.0,5.0,0,0,0,0,0,0,0,0,1,119
Pat Cummins,Bowler,10000000,Kolkata Knight Riders,2014.0,Overseas,21.0,5.0,1,0,0,0,0,0,0,0,0,119
Pat Cummins,Bowler,45000000,Delhi Daredevils,2017.0,Overseas,24.0,5.0,0,0,0,1,0,0,0,0,0,119
Rassie Van Der Dussen,Batsman,10000000,Rajasthan Royals,2022.0,Overseas,33.0,3.5,0,0,0,0,0,0,0,0,1,120
Ravi Bopara,All-Rounder,10000000,Sunrisers Hyderabad,2015.0,Indian,30.0,4.5,0,1,0,0,0,0,0,0,0,121
Ravi Rampaul,Bowler,21750000,Royal Challengers Bangalore,2013.0,Overseas,29.0,4.0,0,0,0,0,0,0,0,0,0,122
Ravi Rampaul,Bowler,9000000,Royal Challengers Bangalore,2014.0,Overseas,30.0,4.0,1,0,0,0,0,0,0,0,0,122
Riley Meredith,Bowler,80000000,Punjab Kings,2021.0,Overseas,25.0,5.0,0,0,0,0,0,0,0,1,0,123
Riley Meredith,Bowler,10000000,Mumbai Indians,2022.0,Overseas,26.0,5.0,0,0,0,0,0,0,0,0,1,123
Romario Shepherd,All-Rounder,77500000,Sunrisers Hyderabad,2022.0,Overseas,28.0,4.0,0,0,0,0,0,0,0,0,1,124
Ross Taylor,Batsman,20000000,Delhi Daredevils,2014.0,Overseas,30.0,4.0,1,0,0,0,0,0,0,0,0,125
Rovman Powell,All-Rounder,3000000,Kolkata Knight Riders,2017.0,Overseas,24.0,4.0,0,0,0,1,0,0,0,0,0,126
Sam Billings,Wicket Keeper,3000000,Delhi Daredevils,2016.0,Overseas,25.0,4.5,0,0,1,0,0,0,0,0,0,127
Sam Billings,Wicket Keeper,10000000,Chennai Super Kings,2018.0,Overseas,27.0,4.5,0,0,0,0,1,0,0,0,0,127
Sam Billings,Wicket Keeper,20000000,Delhi Capitals,2021.0,Overseas,30.0,4.5,0,0,0,0,0,0,0,1,0,127
Sam Billings,Wicket Keeper,20000000,Kolkata Knight Riders,2022.0,Overseas,31.0,4.5,0,0,0,0,0,0,0,0,1,127
Sam Curran,All-Rounder,72000000,Kings XI Punjab,2019.0,Overseas,21.0,4.5,0,0,0,0,0,1,0,0,0,128
Sam Curran,All-Rounder,55000000,Chennai Super Kings,2020.0,Overseas,22.0,4.5,0,0,0,0,0,0,1,0,0,128
Samuel Badree,Bowler,3000000,Chennai Super Kings,2014.0,Overseas,33.0,4.0,1,0,0,0,0,0,0,0,0,129
Samuel Badree,Bowler,5000000,Royal Challengers Bangalore,2016.0,Overseas,35.0,4.0,0,0,1,0,0,0,0,0,0,129
Sandeep Lamichhane,Bowler,2000000,Delhi Daredevils,2018.0,Overseas,18.0,2.0,0,0,0,0,1,0,0,0,0,130
Scott Boland,Bowler,5000000,Rising Pune Supergiant,2016.0,Overseas,27.0,5.0,0,0,1,0,0,0,0,0,0,131
Sean Abbott,Bowler,10000000,Royal Challengers Bangalore,2015.0,Overseas,23.0,5.0,0,1,0,0,0,0,0,0,0,132
Sean Abbott,Bowler,24000000,Sunrisers Hyderabad,2022.0,Overseas,30.0,5.0,0,0,0,0,0,0,0,0,1,132
Shakib Al Hasan,All-Rounder,28000000,Kolkata Knight Riders,2014.0,Overseas,27.0,2.0,1,0,0,0,0,0,0,0,0,133
Shakib Al Hasan,All-Rounder,20000000,Sunrisers Hyderabad,2018.0,Overseas,31.0,2.0,0,0,0,0,1,0,0,0,0,133
Shakib Al Hasan,All-Rounder,32000000,Kolkata Knight Riders,2021.0,Overseas,34.0,2.0,0,0,0,0,0,0,0,1,0,133
Shane Watson,All-Rounder,95000000,Royal Challengers Bangalore,2016.0,Overseas,35.0,5.0,0,0,1,0,0,0,0,0,0,134
Shane Watson,All-Rounder,40000000,Chennai Super Kings,2018.0,Overseas,37.0,5.0,0,0,0,0,1,0,0,0,0,134
Shaun Marsh,Batsman,22000000,Kings XI Punjab,2014.0,Overseas,31.0,5.0,1,0,0,0,0,0,0,0,0,135
Sheldon Cottrell,Bowler,85000000,Kings XI Punjab,2020.0,Overseas,31.0,4.0,0,0,0,0,0,0,1,0,0,136
Sherfane Rutherford,All-Rounder,20000000,Delhi Capitals,2019.0,Overseas,21.0,4.0,0,0,0,0,0,1,0,0,0,137
Sherfane Rutherford,All-Rounder,10000000,Royal Challengers Bangalore,2022.0,Overseas,24.0,4.0,0,0,0,0,0,0,0,0,1,137
Shimron Hetmyer,Batsman,42000000,Royal Challengers Bangalore,2019.0,Overseas,23.0,4.0,0,0,0,0,0,1,0,0,0,138
Shimron Hetmyer,Batsman,77500000,Delhi Capitals,2020.0,Overseas,24.0,4.0,0,0,0,0,0,0,1,0,0,138
Tanmay Mishra,Batsman,1000000,Royal Challengers Bangalore,2014.0,Indian,28.0,2.0,1,0,0,0,0,0,0,0,0,139
Thisara Perera,All-Rounder,50625000,Sunrisers Hyderabad,2013.0,Overseas,24.0,2.0,0,0,0,0,0,0,0,0,0,140
Thisara Perera,All-Rounder,16000000,Kings XI Punjab,2014.0,Overseas,25.0,2.0,1,0,0,0,0,0,0,0,0,140
Thisara Perera,All-Rounder,10000000,Rising Pune Supergiant,2016.0,Overseas,27.0,2.0,0,0,1,0,0,0,0,0,0,140
Tim David,All-Rounder,82500000,Mumbai Indians,2022.0,Overseas,26.0,5.0,0,0,0,0,0,0,0,0,1,141
Tim Seifert,Wicket Keeper,5000000,Delhi Capitals,2022.0,Overseas,28.0,4.0,0,0,0,0,0,0,0,0,1,142
Tim Southee,Bowler,12000000,Rajasthan Royals,2014.0,Overseas,26.0,4.0,1,0,0,0,0,0,0,0,0,143
Tim Southee,Bowler,25000000,Mumbai Indians,2016.0,Overseas,28.0,4.0,0,0,1,0,0,0,0,0,0,143
Tim Southee,Bowler,10000000,Royal Challengers Bangalore,2018.0,Overseas,30.0,4.0,0,0,0,0,1,0,0,0,0,143
Tom Banton,Batsman,10000000,Kolkata Knight Riders,2020.0,Overseas,22.0,4.5,0,0,0,0,0,0,1,0,0,144
Tom Curran,All-Rounder,10000000,Rajasthan Royals,2020.0,Overseas,25.0,4.5,0,0,0,0,0,0,1,0,0,145
Tom Curran,All-Rounder,52500000,Delhi Capitals,2021.0,Overseas,26.0,4.5,0,0,0,0,0,0,0,1,0,145
Travis Head,Batsman,3000000,Delhi Daredevils,2015.0,Overseas,22.0,5.0,0,1,0,0,0,0,0,0,0,146
Travis Head,Batsman,5000000,Royal Challengers Bangalore,2016.0,Overseas,23.0,5.0,0,0,1,0,0,0,0,0,0,146
Trent Boult,Bowler,38000000,Sunrisers Hyderabad,2015.0,Overseas,26.0,4.0,0,1,0,0,0,0,0,0,0,147
Trent Boult,Bowler,50000000,Kolkata Knight Riders,2017.0,Overseas,28.0,4.0,0,0,0,1,0,0,0,0,0,147
Trent Boult,Bowler,22000000,Delhi Daredevils,2018.0,Overseas,29.0,4.0,0,0,0,0,1,0,0,0,0,147
Trent Boult,Bowler,80000000,Rajasthan Royals,2022.0,Overseas,33.0,4.0,0,0,0,0,0,0,0,0,1,147
Tymal Mills,Bowler,120000000,Royal Challengers Bangalore,2017.0,Overseas,25.0,4.5,0,0,0,1,0,0,0,0,0,148
Tymal Mills,Bowler,15000000,Mumbai Indians,2022.0,Overseas,30.0,4.5,0,0,0,0,0,0,0,0,1,148
Wanindu Hasaranga,All-Rounder,107500000,Royal Challengers Bangalore,2022.0,Overseas,25.0,2.0,0,0,0,0,0,0,0,0,1,149
Wayne Parnell,Bowler,10000000,Delhi Daredevils,2014.0,Overseas,25.0,3.5,1,0,0,0,0,0,0,0,0,150
